shop_num_1,shop_name,shop_addr_1,shop_addr_2,shop_city,shop_state,shop_zip,shop_addr_1_m,shop_addr_2_m,shop_city_m,shop_state_m,shop_zip_m,shop_phone_1,shop_phone_2,shop_email,shop_website,shop_owner,shop_hours,shop_mdse
3181,R & M Yarns,8510 Highway 60,,Georgetown,TN,37336,P.O. Box 190,,Georgetown,TN,37336,(423) 961-0690,,phyllis@rmyarns.com,http://www.rmyarns.com,Phyllis Narus,"TuTh 10-4, By appt.","S,W,Y"
15101,Withers Wool,6401 Woodbine Road,,Woodbine,MD,21797,6401 Woodbine Road,,Woodbine,MD,21797,(520) 390-5935,,jmarckathy@aol.com,https://www.witherswool.com,James Withers,W-Sa 10 - 4,"S,W,Y"
15332,Eagle Bend's Yarn & Fiber Shoppe,7812 E. Bend Road,,Burlington,KY,41005,7812 East Bend Road,,Burlington,KY,41005,(859) 750-3560,,linda@eaglebendalpacas.com,facebook.com/naturalfibersatEBA,Linda Salsbury,"Tu 12-4, W-Sa 10-4","S,W,Y"
14322,Fancy Image Yarn,PO Box 724,,Overton,VT,89040,,,,,,(702) 397-8814,,myra@fancyimageyarn.com,www.fancyimageyarn.com ,Myra Garcia,,"S,W,Y"
1251,Cloverhill Yarn Shop,77 Mellor Avenue,,Catonsville,MD,21228,77 Mellor Avenue,,Catonsville,MD,21228,(410) 788-7262,,temptingewe@cloverhillyarn.com,http://www.cloverhillyarn.com,Amanda Ko,"M-WF 10-6, Th 10-8, Sa 10-4, Su 12-4","S,W,Y"
1577,Harrisville Designs Retail Store,4 Mill Alley,,Harrisville,NH,3450,P. O. Box 806,,Harrisville,NH,3450,(603) 827-3996,,hdretail@harrisville.com,www.harrisville.com,John & Patricia Colony,Tu-Sa 8:30-5:30,"S,W,Y"
2107,PortFiber ,50 Cove Street,,Portland,ME,4101,50 Cove Street,,Portland,ME,4101,(207) 780-1345,,portfiber@gmail.com,https://portfiber.com,Casey Ryder,W-Sa 11-5,"S,W,Y"
15413,yarn's end,376 Washington Street,,Norwell,MA,2061,,,,,,(781) 924-5549,,yarnsend@gmail.com,www.yarnsend.net,Alison Schirone,"MW 11-5, TuTh by appt, FSa 10-4","S,W,Y"
17756,Moon & Yarn Craft Room,605 Lincoln Avenue,,Pittsburgh,PA,15202,,,,,,(412) 436-9641,,moonandyarn@gmail.com,https://moonandyarn.com/,Bryanne Boring-Miscoe,"Tu-Fr 11-7, Sa 11-5","S,W,Y"
17062,Panbanged Knits & Fiber Shoppe,100 S. Main Street,,Brooksville,FL,34601,100 S. Main Street,,Brooksville,FL,34601,(352) 345-5294,,panbangedknits@gmail.com,www.PanbangedKnits.com,Christen Brandl,"M-Sa 10-5, Th 10-7","S,W,Y"
8154,Mora Valley Spinning Mill,298 State Highway 518,,Mora,NM,87732,P. O.  Box 1135,,Mora,NM,87732,(575) 387-2247,,morawools@gmail.com,www.moravalleyspinningmill.com,"Joseph, Director","M-Fr 9-5, SaSu 9-4","S,W,Y"
17491,Brazen Sheep,10 W. Main Street,,Berryville,VA,22611,,,,,,(240) 472-0777,,mickiknits@aol.com,https://brazensheep.com/,Micki Smith,"W-F 10-4, Sa 10-3","S,W,Y"
10518,Pendleton Woolen Mill Store,8500 SE McLoughlin Blvd.,,Portland,OR,97222,,,,,,(866) 865-9285,(503) 535-5786,woolenmillstore@penwool.com,www.woolenmill.store,Pendleton Woolen Mills,"M-Sa 10-5, Su 11-4","S,W,Y"
15779,The Twisted Skein,"4609 New Horizon Blvd., Suite 3",,Bakersfield,CA,93313,,,,,,(661) 398-9276,,ron@thetwistedskein.com,www.thetwistedskein.com,Ron Warren and Heidi Haarsager,"W-Sa 12-4, Su 10-3 and by appt.","S,W,Y"
17587,Hook and Shuttle,206 W. Main Street,,Palmyra,WI,53156,,,,,,(262) 594-0281,,support@hookandshuttle.com,https://www.hookandshuttle.com/,Jay Warner,Sa 10-5,"S,W,Y"
10502,Ewe & Company,407 N. Main Street,,Kingston Springs,TN,37082,1199 Street Road,,Kingston Springs,TN,37082,(615) 952-0110,(920) 750-9129,eweandcompany@yahoo.com,https://eweandcompany.com/,Glenna Butts,T-Sa 10-2; or by special appt.,"S,W,Y"
6799,Black Sheep Yarn Shop,9602 Deereco Road,,Timonium,MD,21093,9602 Deereco Road,,Timonium,MD,21093,(410) 628-9276,,info@blacksheepyarnshop.com,http://www.blacksheepyarnshop.com,Donna Weiner,"MTuW 11-6, Th 11-7, F 11-5, Sa 10-4","S,W,Y"
17091,Two Sisters Mill & Mercantile,143 Main Street,,Jeffersonville,VT,5464,,,,,,(802) 881-8997,,2sistersvermont@gmail.com,https://www.twosistersmill.com/,Monica Case & Tamra Higgins,"Su-W 11-4, ThFSa 9-4; Hours subject to change","S,W,Y"
8679,Homestead Weaving Studio LLC,6285 S. Hamilton Creek Road,,Columbus,IN,47201,6285 S. Hamilton Creek Road,(Southeastern Brown County) ,Columbus,IN,47201,(812) 988-8622,,chris@homesteadweaver.com,https://www.homesteadweaver.com,Chris Gustin,Call first M-Su 11-5,"S,W,Y"
17065,Rows & Roses Yarn & Fiber,113 E. North 1st Street,,Seneca,SC,29678,113 E. North 1st Street,,Seneca,SC,29678,(864) 888-7554,,sati@rowsandroses.com,https://shop.rowsandroses.com,Sati Glenn,"Tu-F 10-4, Sa 10-5","S,W,Y"
2534,"Threadbender, Inc.","5570 Wilson Avenue SW, Suite B",,Grandville,MI,49418,"5570 Wilson Avenue SW, Suite B",,Grandville,MI,49418,(616) 531-6641,,threadbenderinc@msn.com,www.threadbenderinc.com,Juliane Anderson,"Tu-F 10-4, Sa 10-1","S,W,Y"
1635,The Island Yarn Company,189 Main Street,,Maynard,MA,1754,189 Main Street,,Maynard,MA,1754,(978) 331-0009,,islandyarn@gmail.com,http://www.island-yarn.com,Vicki Myers,W-Sa 12-5,"S,W,Y"
15290,Firwood Farm Alpacas & Rescue,8002 48th Street E,,Fife,WA,98424,8002 48th Street E,,Fife,WA,98424,(253) 926-2582,,FirwoodFarmAlpacas@comcast.net,https://www.firwoodfarmalpacas.com,Leanna Stidham,By appointment only,"S,W,Y"
14978,Musk Ox Farm,12850 E. Archie Road,,Palmer,AK,99645,P.O. BOX 587,,Palmer,AK,99645,(907) 745-4151,,mark@muskoxfarm.org,http://www.muskoxfarm.org,Musk Ox Development Corporation 501(c)(3),Please see website for current hours and reservations,"S,W,Y"
2527,The Yarn Tree,2541 N Pleasantburg Dr #176,,Greenville,SC,29609,,,,,,(718) 384-8030,,linda@theyarntree.com,www.theyarntree.com,Linda LaBelle,M-Th 2-8 SaSu 12-7,"S,W,Y"
17119,Three Bags Full,3 Man Mar Drive,,Plainville,MA,2762,,,,,,(508) 316-3901,,roberta@threebagsfullma.com,threebagsfullma.com,Roberta Sproul,"TuWF 10-5, Th 10-8, Sa 10-1","S,W,Y"
16954,Lift Bridge Yarns,23 N. Main Street,,Fairport,NY,14450,23 N. Main Street,,Fairport,NY,14450,(585) 364-0521,,customerservice@liftbridgeyarns.com,https://www.liftbridgeyarns.com,Dawn Verdugo & Jessie McNaughton,"Tu-Sa 10-5, Th 10-7","S,W,Y"
2715,Yarn Barn of Kansas,930 Massachusetts Street,,Lawrence,KS,66044,930 Massachusetts Street,,Lawrence,KS,66044,(785) 842-4333,(800) 468-0035,info@yarnbarn-ks.com ,https://www.yarnbarn-ks.com,Susan and Jim Bateman,"M-Sa 10-5,  Su 1-4","S,W,Y"
3380,The Woolgatherers,none,,none,WI,none,,,,WI,,(920) 907-0510,,info@woolgatherers.com,http://www.woolgatherers.com,Sara and Hans von Tresckow,Tu-Sa 1-5,"S,W,Y"
16990,The Knittin' Coop LLC,7 S. College Avenue,,Salem,VA,24153,7 S. College Avenue,,Salem,VA,24153,(540) 588-2447,,knittincoop@gmail.com,https://theknittincoop.com,Robin Ferguson,"Winter (Nov-Mar 31): Tu-Sa 10-5, Su 1-5; Summer: Tu-Sa 10-5","S,W,Y"
17824,Oak City Fibers,"1141 Falls River Avenue, Suite 120",,Raleigh,NC,27614,13226 Old Bayleaf Rd,,Wake Forest,NC,27587,(919) 301-8994,(919) 621-2555,ann@oakcityfibers.com,https://oakcityfibers.com,Ann Brooks,"Tu-F 10-5, W 10-7, Sa 10-4","S,W,Y"
16102,Bountiful,,,Livermore,CO,,,,,,,(877) 586-9332,,info@bountifulspinweave.com,www.bountifulspinweave.com,Lois and Bud Scarbrough,,"S,W,Y"
17251,Fort Fisher Suri Alpacas,5841 Secord Lake Road,,Dryden,MI,48428-9308,5841 Secord Lake Road,,Dryden,MI,48428-9308,(248) 736-5738,,info@fortfishersurialpacas.com,https://FortFisherSuriAlpacas.com,Connie Fisher,"Call, text, or email for farm tour and/or shop appointment","S,W,Y"
16099,The Hook & Needle Nook LLC,3808 N. Monroe Street,,Spokane,WA,99201,1508 N. Monroe Street,,Spokane,WA,99201,(509) 368-9527,,thehookandneedlenook@gmail.com,www.thehookandneedlenook.com,Esther Wheeler,Tu 10-8 W-Sa 10-4,"S,W,Y"
18160,Prismatic Fiber Arts,"3570 Executive Drive,  Suite 105",,Uniontown,OH,44685,3570 Executive Dr. Suite 105,,Uniontown,OH,44685,(330) 961-1285,,PrismaticFiberArts@gmail.com,https://www.PrismaticFiberArts.com,Sam Speer,"MW 12-8, ThF 10-8, Sa 10-4","S,W,Y"
18132,The Wooden Looms,139 5th Avenue S,,Clinton,IA,52732,139 5th Avenue South,,Clinton ,IA,52732,(563) 889-6705,,thewoodenlooms@gmail.com,https://www.facebook.com/the.wooden.looms/,Elizabeth Wood,"MTuThF 12-5, W 12-8, Sa 10-5","S,W,Y"
17507,Yarncom,12772 Olive Blvd.,,Creve Coeur,MO,63141,12772 Olive Blvd,,Creve Coeur,MO,63141,(636) 628-6784,,info@yarncomstl.com,https://www.yarncomstl.com,Heather Swan,"MTu by appt., W 1-6,  Th 11-6, F 11-8,  Sa 10-4, Su 12-5","S,W,Y"
17782,Weave & Wobble,1537 Donna Drive,,Belleville,IL,62226,1537 Donna dr,,Belleville,IL,62226,(618) 670-9625,,1artdream@gmail.com,https://www.weaveandwobble.com,Nicole Shanks ,Tu 5-7 W 12-230 5-7 TH 5-7 F 12-230 5-7 Sa 10-2,"S,W,Y"
17657,Bartlett Yarns,"20 Water Street, PO Box 36",,Harmony,ME,4942,PO Box 63,,Barrington,NH,3862,(207) 683-2251,,sales@bartlettyarns.com,https://bartlettyarns.com,Susan Rice,Call ahead,"S,W,Y"
17920,Gorges Fiber Arts,195 Main Street,,Owego,NY,13827,3991 Waverly Road,,Owego,NY,13827,(607) 223-1628,,Gorgesfiber@gmail.com,https://www.gorgesfiberarts.com,Anton Sarossy-Christon,"W 12-6, ThF 12-5, SaSu 10-4","S,W,Y"
16100,A Wrinkle in Thyme Farm,106 Black Mountain Road,,Sumner,ME,4292,,,,ME,4292,(207) 212-4058,,info@awrinkleinthymefarm.com,http://www.awrinkleinthymefarm.com,Marty Elkin and Mary Ann Haxton ,"F-Tu 4, Wed by appt","S,W,Y"
3870,Knitty City,208 W. 79th Street,,New York,NY,10024,208 W 79th St Frnt 3,,New York,NY,10024-6269,(212) 787-5896,,,www.knittycitynyc.com,,M-Sa 12-6,"S,Y"
2767,Mooncat Fiber ,"120 Bent Street, Suite B",,Taos,NM,87571,"120 Bent Street, Suite B",,Taos,NM,87571,(575) 758-9341,,,https://www.mooncatfiber.com,Cathy Book,M-Su 10-5,"S,Y"
12951,Vortex Yarns,PO Box 689,,El Prado,NM,87529,PO Box 689,,El Prado,NM,87529,(575) 758-1241,,,https://www.vortexyarns.com,Merce Mitchell,Online ,"S,Y"
3179,ImagiKnit Yarn Shop LLC,"Bel Air Plaza, #602",12100 W. Center Road,Omaha,NE,68144,12100 W Center Rd Ste 602,,Omaha,NE,68144-3935,(402) 932-9525,,,https://www.imagiknityarns.com,Karla Rasmussen,"Tu-F 10-6, Sa 10-4","S,Y"
11917,Purls of Wisdom,550 Kimberton Road,,Phoenixville,PA,19460,"550 Kimberton Road, Suite 1",,Phoenixville,PA,19460,(610) 933-5010,,purlsofwisdompa@gmail.com,https://www.purlsofwisdompa.com/,,"TuTh 12-5, W 12-8, F 11-5, Sa 10-5, Su 12-5","S,Y"
15262,Knotty Lamb,2003 19th Avenue,,Forest Grove,OR,97116,,,,,,(503) 992-0606,,info@theknottylamb.com,www.knottylamb.com,Karen Rhyme,"Tu-Sa 10-5, Su 12-4","S,Y"
14848,Artisan Knitworks,105 N. Main,,Chelsea,MI,48118,105 N. Main,,Chelsea,MI,48118,(734) 562-2682,,artisan.svb@gmail.com,http://www.artisanknitworks.com,Larry Hart,"Tu 12-5, WTh 11-6, FSa 11-5, Su 12-5","S,Y"
3381,FiberArts in the Glen,315 N. Franklin Street,,Watkins Glen,NY,14891,315 N. Franklin Street,,Watkins Glen,NY,14891,(607) 535-9710,,fiberartsintheglen@gmail.com,https://www.fiberartsintheglen.com,(Many owners),"MThFSa 10-5, Su 12-4","S,Y"
15043,Acker's Acres Angoras,359 Gloucester Hill Road,,New Gloucester,ME,4260,359 Gloucester Hill Road,,New Gloucester,ME,4260,(207) 926-4921,,backer@maine.rr.com,https://www.bunnyblend.com,Beth Acker,By Chance or Appointment,"S,Y"
13017,The Woolen Rabbit,PO Box 1415 131 Pleasant St.,,Conway,NH,3818,,,,,,(603) 447-5829,,,,,,"S,Y"
12934,Long Island Yarn & Farm,125 Gerard Road,,Yaphank,NY,11980,125 Gerard Road,,Yaphank,NY,11980,(631) 924-8110,(631) 680-6721,tabbethia@liyarnandfarm.com,https://www.liyarnandfarm.com,Tabbethia Haubold-Magee,By appt. only ,"S,Y"
2408,The Dropped Stitch,"1212 Wildwood Avenue, Suite C",,Jackson,MI,49202,"1212 Wildwood Avenue, Suite C",,Jackson,MI,49202,(517) 768-8280,,droppedstitch@sbcglobal.net,www.knitters-journey.com ,Lyn Dorman ,"Tu-F 10-5:30, Sa 10-1","S,Y"
1344,Designer Yarn,38871 Proctor Blvd.,,Sandy,OR,97055,38871 Proctor Blvd.,,Sandy,OR,97055,(971) 990-6834,,designeryarn@hotmail.com,https://www.dyarn.com,Sherri Anderson,"Tu-F 10-5, Sa 1-5","S,Y"
4166,Argyle Fiber Mill,200 E. Milwaukee Street,,Argyle,WI,53504,200 E. Milwaukee Street,,Argyle,WI,53504,(608) 543-3933,,contact@argylefibermill.com,www.argylefibermill.com,Kristi Langhus,"Tu-F 9-3, Sa 9-4","S,Y"
13315,Feederbrook Farm,1227 Morris Road,,Freeland,MD,21053,,,,,,(410) 357-5336,,westra@feederbrook.com,www.feederbrook.com,Lisa Westra,"Call ahead, by appt.","S,Y"
17692,The Yarn Basket LLC,5 N. Main Street,,Philippi,WV,26416,,,,,,(304) 621-7830,,theyarnbasket529@yahoo.com,https://www.theyarnbasketllc.com/,Wendy Clark,"W 2-7, Th-Sa 10-5","S,Y"
12209,Irish Meadows Yarn Barn & Boutique,23477 Bellevue Cascade Road,,La Motte,IA,52054,,,,,,(563) 543-1375,,mikejuliedelaney@gmail.com,facebook.com/irishmeadowsyarnbarnandboutique,Julie Delaney,Sept.-March: ThFSa 10-5; and year round by appt.,"S,Y"
2520,The Yarn Sellar,891 US Route 1,,York,ME,3909,891 U S RT 1,,York ,ME,3909,(207) 351-1987,,Carrie@yarnsellar.com ,www.yarnsellar.com,Carrie McKie,"M-Sa 10-5, Su 12-5","S,Y"
8868,The Whole Ball of Yarn,421 E. 2nd Street,,The Dalles,OR,97058,,,,,,(541) 965-3310,,thewholeballofyarn@gorge.net,www.thewholeballofyarn.com,Paulette Brook,"MTuThF 10-5, W 10-8, Sa 10-4","S,Y"
1723,The Yarn Haven,139 West End Avenue,,Knoxville,TN,37934,139 West End Avenue,,Knoxville,TN,37934,(865) 694-9900,,theyarnhaven@bellsouth.net,http://www.theyarnhaven.com,Sandy Gray,Monday - Saturday 10 am - 3 pm,"S,Y"
16844,Close-Knit Yarn Co-op,"1247 Central Avenue, Suite C",,Los Alamos,NM,87544,"1247 Central Avenue, Suite C",,Los Alamos,NM,87544,(505) 662-1417,,closeknityarncoop@gmail.com,https://closeknityarncoop.com,Member Owned,Tu-F 10-6 Sa 10-3,"S,Y"
14820,Yesterday's Ewes,100 S. Main Street,,London,OH,43140,66 S Main St,,London,OH,43140-1212,(740) 845-8840,(614) 801-9384,yesterdaysewes@gmail.com,www.yesterdaysewes.com,Joann Fisher,"WFSa 10-5, TuTh 2-7","S,Y"
17045,Ewe 2 Yarn,113 W. Franklin Street,,Waxahachie,TX,75165,,,,,,(214) 813-3736,,ewe2yarn@gmail.com,https://www.ewe2yarn.com/,Trudy & Lee,"MWF 10-4, Th10-8, Sa 10-4","S,Y"
15391,Blind Buck Farm,346 Blind Buck Road,,Salem,NY,12865,,,,,,(518) 854-9382,,lubna@blindbuckfarm.com,blindbuckfarm.com,Lubna Z Dabbagh,,"S,Y"
4165,Knitting Off Broadway,1309 Broadway,,Ft. Wayne,IN,46802,1309 Broadway,,Ft. Wayne,IN,46802,(260) 422-9276,,knittingoffbroadway@hotmail.com,www.knittingoffbroadway.com,Jan and Natalie Bell,WF 10-4; select Sa,"S,Y"
4965,Spincycle Yarns,1318 Bay Street #200,,Bellingham,WA,98225,"1418 1/2 N. State Street,  Apt. 1",,Bellingham,WA,98225,(360) 752-0783,,spinster@spincycleyarns.com,www.spincycleyarns.com,Kate Burge and Rachel,Call for an appointment,"S,Y"
2627,West Earl Woolen Mill,126 Cocalico Creek Road,,Ephrata,PA,17522,126  Cocalico Creek Road,,Ephrata,PA,17522,(717) 859-2241,,,,Elva Burkholder,"MWThF 9-5, Sa 9-12","S,Y"
1667,Judy's Novelty Wool,1035 N. Main Street,,Centerville,UT,84014,1035 N. Main Street,,Centerville,UT,84014,(801) 298-1356,,woolone@aol.com,www.judysnoveltywool.com,Judith Gunn,"M-F call ahead, closed SaSu","S,Y"
15941,Whispering Oaks Alpacas,21851 Calmor Avenue,,Prior Lake,MN,55372,,,,,,(952) 412-0345,,woaksalpacas@gmail.com,https://www.woaksyarns.com/,Dale and Tari,By appt. only ,"S,Y"
14441,Spry Whimsy Fiber Arts,168 W. Main Street,,Stoughton,WI,53589,168 W. Main Street,,Stoughton,WI,53589,(608) 239-0809,,info@sprywhimsy.com,https://www.sprywhimsy.com/,Ingrid McMasters,"MTuThF 10-6, W 10-7 Sa 10-5, Su 12-4","S,Y"
10520,Knitty Stash The Alaskan Yarn Company,3581 B Main Street,,Homer,AK,99603,3993 Pennock St.,,Homer,AK,99603,(907) 299-0601,,jules@knittystash.com,www.knittystash.com,Jules Joy,"Tu-Fri 1-6, Sa 12-5, Wed til 8 knit night","S,Y"
14854,West 7th Wool,3612 W. 7th Street,,Ft. Worth,TX,76107,3612 W. 7th Street,,Ft. Worth,TX,76107,(817) 731-5044,,info@west7thwool.com,https://west7thwool.com,Amy & Hunter Young,Tu-Sa 10-5,"S,Y"
14502,The Glitter Ninja,300 Fox Hollow Road,,Binghamton,NY,13904,,,,,,(607) 354-0963,,hello@theglitterninja.com,www.theglitterninja.com,Becky Beagell,,"S,Y"
11688,Heidi & Lana,222 N. 15th Street,,Sebring,OH,44672,,,,,,,,heidiandlana@yahoo.com,www.heidiandlana.com,Margaret Craig,"TuW 11-5, Th 11-8, Sa 11-2","S,Y"
14495,Forest Acres,212 Shiloh Road,,Hope,NJ,7844,PO Box 127,,Hope ,NJ,7844,(908) 303-8893,,karen@forest-acres.com,www.forest-acres.com,Karen,Always open,"S,Y"
15328,Firefly Fiber Arts Studio,"2860 N. Milwaukee Avenue, Unit CN",,Chicago,IL,60618,"2860 N. Milwaukee Ave, Unit CN",Unit CN,Chicago,IL,60618,(773) 661-6324,,firefly@fireflyfiberarts.com,https://www.fireflyfiberarts.com,Sarah Jamison,MWTH 12-6 F 12-8 SaSu 11-5,"S,Y"
3953,Yorkshire Yarns,6122 Motor Avenue SW,,Lakewood,WA,98499,"5808  100th Street, SW",,Lakewood,WA,98499,(253) 589-9276,,info@yorkshireyarns.com,www.yorkshireyarns.com,Sonya Acord,"MF 12-8, TuWTh 12-6, Sa 10-5.","S,Y"
14519,Fire On The Mountain,715 Harrison Avenue,,Leadville,CO,80461,715 Harrison Avenue,,Leadville,CO,80461,(719) 486-2071,,leadvilleyarn@yahoo.com,http://www.firemountainleadville.com,Elise Sunday,"Winter: M-Sa 11-6, Su 11-5; Summer: M-Sa 10-6, Su 10-5","S,Y"
17477,Sweet Pea Fiber,5307 Baltimore Avenue,,Hyattsville,MD,20781,,,,,,(240) 559-7497,,helppeas@sweetpeafiber.com,https://sweetpeafiber.com/,,"TuThF 11-6, W 11-9, SaSu 10-5","S,Y"
17180,Appalachian Yarn Company,639 McGuire Road,,New Market,TN,37820,,,,,,(937) 430-0603,,brenda@appalachianyarncompany.com,https://appalachianyarncompany.com/,,check website for hrs or call for appt,"S,Y"
17653,Sheepshed,456 Summer Street,,North Andover,MA,1845,,,,,,(603) 533-0664,,sales@sheepshed.net,http://www.sheepshed.net/,Donna Carlstrom,By appointment,"S,Y"
4219,Fillory Yarn,"1702 Meridian Avenue, Suite H",,San Jose,CA,95125,"1702 Meridian Ave, Suite H",,San Jose,CA,95125,(408) 620-1042,,store@filloryyarn.com,https://www.filloryyarn.com,Emily Byars,"Tu-Sa 11-6, Su 11-5","S,Y"
13969,Sheep & Shawl,265 Greenfield Road,,South Deerfield,MA,1373,PO Box 243,,South Deerfield,MA,1373,(413) 397-3680,,liz@sheepandshawl.com,http://www.sheepandshawl.com,Elizabeth Sorenson,"Tu 10-6, W 12-8, ThFSa 10-6, Su 12-4, Call for vacation/holiday hours.","S,Y"
17088,Smitten Yarn Co.,59 Hanson Street,,Rochester,NH,3867,59 Hanson Street,,Rochester,NH,3867,(603) 498-4378,,Hello@smittenyarnco.com,https://smittenyarnco.com/,Zeb and Jillian,Tu-Sa 11-6,"S,Y"
13320,The Little Yarn Shoppe,"203 S. Washington Avenue, 1st Level",,Saginaw,MI,48607,"203 S. Washington Avenue, 1st Level",1st Level,Saginaw,MI,48607,(989) 274-8571,,Kristin@littleyarnshoppe.com,http://www.littleyarnshoppe.com,Kristin Schanck,W-Sa 10-7,"S,Y"
17087,Far View Farm,249 Holden Hill Road,,Langdon,NH,3602,,,,,,(603) 313-7115,,info@farviewfarmnh.com,farviewfarmnh.com,Marilyn Stuller,Sa 12-5 or by appt.,"S,Y"
8181,Wooly Mammoth Yarn Shop,5096 S. 108th Street,,Omaha,NE,68137,2806 S 110th Court,,Omaha,NE,68144,(402) 932-2157,,diana@woolymammothyarn.com,www.facebook.com/woolymammothyarnshop/,Diana,"M-F 10-6, Sa 10-4","S,Y"
1832,Knitting Nation,30 N. Broadway,,Nyack,NY,10960,30 N. Broadway,,Nyack,NY,10960,(845) 348-0100,,knittingnation@gmail.com,https://www.knittingnation.com,Jane Saffir,"TuWFSa 11-6, Th 11- 8:30, Su 11-5","S,Y"
14715,Fibernymph Dye Works,419 Hemlock Road,,Trafford,PA,15085,,,,,,(412) 965-3362,,fibernymph@gmail.com,fibernymph.com,Lisa Beamer,,"S,Y"
3859,Hodge Podge Yarns and Fibers,59 Belknap Avenue,,Newport,NH,3773,59 Belknap Ave,,Newport,NH,3773,(603) 863-1470,,hdgpdg_2000@yahoo.com,https://www.facebook.com/HodgePodge-Yarns-and-Fibers,Sue Connary,"MTh10-3, Sa 10-2","S,Y"
13138,Yarn It & Haberdashery,1093 W. 1st Avenue,,Grandview Heights,OH,43212,1093 W. 1st Avenue,,Grandview Heights,OH,43212,(614) 736-6464,,yarnitanddash@gmail.com,https://shop.yarnitanddash.com/,Cindy McCay,"MF 11-6, WTh 11-7, Sa 10-4, Su 12-4 Hours may Change","S,Y"
3943,Xpressions Yarn & Bead Boutique,301 N. Main Street,,West Bend,WI,53095,301 N. Main St,,West Bend,WI,53095,(262) 306-1300,,info@xpressionsbeadsnyarn.com,http://www.beadsnyarn.com,Andrea Cybell,"W-F 11-5, Sa 10-2, Su 11-3","S,Y"
16882,Miss Babs Hand Dyed Yarns & Fibers Inc,,,Mountain City,TN,,,,,,,(423) 727-0670,,info@missbabs.com,www.missbabs.com,,,"S,Y"
14513,The Social Knitwork,26511 Keith Street,,Spring,TX,77373,,,,,,(281) 630-4144,,thesocialknitworkots@gmail.com,www.thesocialknitworkots.com,Christine Rogers,"FSa 10-5, Su 11-5","S,Y"
15213,Flying Goat Farm,5241 Bartonsville Road,,Frederick,MD,21704,5241 Bartonsville Road,,Frederick,MD,21704,(443) 538-8303,,Info@flyinggoatfarm.com,https://www.flyinggoatfarm.com,Lisa Check,Fridays 11-3 (except those Fridays that are before a fiber festival),"S,Y"
12700,Alpaca Meadows,1200 Rock Road,,Mansfield,OH,44903,,,,,,(419) 529-8152,,mandj@alpacameadows.com,www.alpacameadows.com,Matt and Julie Petty,"Sa 12-4, or by chance, or by appt. Open W-Sa 12-4 Beginning Nov 4, 2024","S,Y"
16398,Yesterday's Crafts,2527 Colony Circle,,St. Cloud,MN,56303,,,,,,(320) 309-5577,,,https://yesterdayscraft.com/about/,,,"S,Y"
10378,Yarn,2840 F Street,,Eureka,CA,95501,2840 F. St,,Eureka,CA,95501,(707) 443-9276,,info@yarn-fun.com ,http://www.yarn-fun.com,Sunni Scrivner,"MTuThF 11-5, W 11-7,  Sa 11-4","S,Y"
17058,"Knot Just Yarn, LLC","1250 Buckley Road, #H",,Aurora,CO,80017,,,,,,(303) 990-3310,,Sheila@knotjustyarn.com,http://knotjustyarn.com/,Sheila Hyett,"M-Th 10-6, F 10-8, Sa 10-5, Su 12-5","S,Y"
17078,Knit Stars,"3509 S. Peoria Avenue, Suite 301",,Tulsa,OK,74105,"3509 S. Peoria Avenue, (Center One), Ste 301",,Tulsa,OK,74105,(877) 566-7765,(918) 742-9276,hello@knitstars.com,https://knitstars.com,Shelley Brander,"W-F 11-5, Sa 11-5","S,Y"
14481,Nerd Girl Yarns,135 S. 2nd Street,,Odessa,MO,64076,,,,,,,,ohhai@nerdgirlyarns.com ,www.nerdgirlyarns.com,Christa Casebeer,Studio Pickup: M-F 10-4,"S,Y"
1625,Wool & Honey,9031 S. Kasson Street,,Cedar,MI,49621,9031 S. Kasson Street,P.O. Box 54,Cedar,MI,49621,(231) 228-2800,,thebuzz@woolandhoney.com,https://www.woolandhoney.com,Liz Neddo,"M-F 10-5, Sa 9-4, Sun 11-4","S,Y"
4133,Asheville Homecrafts,"1 Page Avenue, Suite 134",,Asheville,NC,28801,1 Page Avenue Suite 134,Historic Grove Arcade,Asheville,NC,28801,(828) 350-7556,,nchomecrafts@gmail.com,https://www.ashevillehomecrafts.com/,Marie Hendrix and Judy Quinn,"M-Sa 10-6, Su 10-5","S,Y"
15106,The Fleece Factory of the Rockies,24138 County Road 38,,LaSalle,CO,80645,,,,,,(970) 284-7711,,thefleecefactory@yahoo.com,www.thefleecefactoryoftherockies.com,Rhonda,"M-F 9-4, Sa by appt.","S,Y"
14511,Turtlemade Yarn & Fiber,2970 Conewango Avenue,,Warren,PA,16365,,,,,,(814) 723-0462,,turtlebatts@gmail.com, http://turtlemade.etsy.com,Jen,M-Su 9-5,"S,Y"
8135,Coveted Yarn,488 Essex Avenue,,Gloucester,MA,1930,127 Eastern Avenue,,Gloucester,MA,01930-1802,(978) 282-8809,,covetedyarn@gmail.com,www.covetedyarn.com,Robert Porter,"MTuThSa 10-6, Su 12-5","S,Y"
17240,Honey Girl Farms,4410 New Friendship Lane,,Gerald,MO,63037,4410 New Friendship Lane,,Gerald,MO,63037,(636) 649-0511,(636) 649-0511,honeygirlfarms@gmail.com,https://www.honeygirlfarms.com/,Shannah Harding,Hours Vary. Please check the website or call ahead,"S,Y"
